scenario,model,ROC-AUC_mean,PR-AUC_mean,Precision_mean,Recall_mean,F1_mean,selected_threshold_mean,ECE_mean,Brier_mean,TP_mean,TN_mean,FP_mean,FN_mean,ROC-AUC_std,PR-AUC_std,Precision_std,Recall_std,F1_std,selected_threshold_std,ECE_std,Brier_std,TP_std,TN_std,FP_std,FN_std
LODO1,HeteroGraphSAGE,0.5550340701182022,0.04250527491669895,0.021978021978021976,0.00019358273242026813,0.0003837850803550012,0.29235241413116453,0.08832573753780512,0.04402659460902214,4.0,569844.2,32.8,20659.0,0.06917131545739144,0.007534301699121711,0.04395604395604395,0.0003871654648405362,0.0007675701607100024,0.006761605652791688,0.025677054750520917,0.0035105870706764416,8.0,64.60464379593778,64.60464379593776,8.0
LODO1,MLP,0.4738424724982731,0.03369077517124736,0.03495332088059376,0.9964767942699512,0.06753762726527622,0.18942275047302246,0.3408392003318136,0.15238625407218934,20590.2,1390.6,568486.4,72.8,0.046279523326205135,0.003466133916122049,4.8086005375448554e-05,0.002245768288469272,9.428691651013826e-05,0.020549008606544423,0.027065841760769403,0.018397982254890123,46.40431014464067,703.100163561352,703.100163561352,46.404310144640654
LODO1,XGBoost,0.5665017145203213,0.04794770539542748,0.08086417000195442,0.05158011905338043,0.03770190950137814,0.14504919946193695,0.01872433948185901,0.03516324833035469,1065.8,551206.2,18670.8,19597.2,0.056649100318081465,0.0052655452439556594,0.08080834726498812,0.054286578263553584,0.031027119979698852,0.013309195585311595,0.0049253577877311555,0.0013821216640388795,1121.7235666598076,22095.92826201244,22095.928262012436,1121.7235666598078
LODO2,DG-Hetero-GNN,0.5419398739131018,0.07065909134664598,0.06809534830954407,0.7906505899800116,0.11584345631198387,0.13398485518991948,0.13081140527888538,0.08062917664647103,12262.2,52390.4,182100.6,3246.8,0.03990756059847194,0.010489858434904194,0.01141370765901971,0.3264604939287596,0.0025220873752070114,0.0712163957056552,0.06616352581313302,0.016132798282783238,5063.075800341132,80597.45870832405,80597.45870832405,5063.075800341133
LODO2,GAT,0.5054471506176083,0.06233470837052195,0.06226395289208795,0.9955380746663227,0.11719772561632387,0.24903197586536407,0.3477974675058424,0.1803697884082794,15439.8,1952.2,232538.8,69.2,0.028715194429285024,0.004585374720146695,0.0002316205723425126,0.0034625476668471286,0.0003970045195483495,0.08122223576222912,0.019709172261757845,0.012898586461994316,53.700651765132235,1536.689610819309,1536.689610819309,53.700651765132235
LODO2,GCN,0.49168178164512055,0.05926957814854709,0.06207232305959699,0.9997549809787867,0.11688739245373589,0.1738546684384346,0.3515451880093992,0.18299902975559235,15505.2,203.6,234287.4,3.8,0.01839466042568979,0.002920870067057449,3.909622826421353e-05,0.00011093333247847272,6.87454693380595e-05,0.036733745495432596,0.022235378028180493,0.016206580847950097,1.7204650534085253,177.67678520279458,177.67678520279458,1.7204650534085253
LODO2,GraphSAGE,0.4905125712782252,0.058660914087125836,0.06268147952430793,0.9931910503578567,0.11792068386247927,0.24409242570400239,0.28232914152463673,0.13986848592758178,15403.4,4151.4,230339.6,105.6,0.014341651082605964,0.002679813973800843,0.00012151460271935675,0.002968149565968817,0.00019714839850013013,0.029591092009003134,0.02891607684968772,0.016443179146259757,46.033031618610565,1124.2321112652849,1124.2321112652849,46.033031618610565
LODO2,HeteroGraphSAGE,0.5558822417574683,0.07366594793940215,0.07239126676226859,0.31451415307240954,0.07716008737611961,0.2531092494726181,0.15375935038310887,0.08420838862657547,4877.8,169925.4,64565.6,10631.2,0.04839734392758836,0.01089772438658718,0.01211475793121721,0.3502718481029761,0.052729481643263645,0.014479417543615362,0.04193889679894111,0.013158423532158637,5432.366092229057,77096.25218543375,77096.25218543375,5432.366092229057
LODO2,MLP,0.4728666029926945,0.05750996294243521,0.06249945379453986,0.9960152169707911,0.1176181592566085,0.32188311219215393,0.3628246773543775,0.1915033906698227,15447.2,2772.8,231718.2,61.8,0.058032195933500084,0.006711399129030663,0.0003288829700299514,0.0010439974026956664,0.0005758435865719174,0.04305100270898761,0.03152494829324596,0.023533895164004396,16.191355718407276,1517.6309696365583,1517.6309696365583,16.191355718407276
LODO2,XGBoost,0.6063065993819253,0.08619280070778376,0.07606528887804846,0.5605390418466697,0.12806023342020217,0.24749114513397216,0.13863366662581117,0.08900706321001053,8693.4,145714.6,88776.4,6815.6,0.006957943189414064,0.002726860807394074,0.029554040264406695,0.2859560516188856,0.06403765612802137,0.024798445673697513,0.05784208476414679,0.02360623836009294,4434.892404557297,47580.27647502691,47580.27647502691,4434.892404557297
