scenario,model,ROC-AUC_mean,PR-AUC_mean,Precision_mean,Recall_mean,F1_mean,selected_threshold_mean,ECE_mean,Brier_mean,TP_mean,TN_mean,FP_mean,FN_mean,ROC-AUC_std,PR-AUC_std,Precision_std,Recall_std,F1_std,selected_threshold_std,ECE_std,Brier_std,TP_std,TN_std,FP_std,FN_std
LODO0,DG-Hetero-GNN,0.5640441739502254,0.12147375347886187,0.08177368570572671,0.5485148514851484,0.13109229020542237,0.07664663344621658,0.04032222473469553,0.08886650055646897,2493.0,19917.6,22101.4,2052.0,0.10449410878887076,0.05150513419339617,0.038908781711600275,0.43058340683313295,0.07756874607308809,0.04514643793844812,0.007771440874313993,0.0011779657851845112,1957.0015840565893,15689.555323207856,15689.555323207856,1957.0015840565893
LODO0,GAT,0.6110232164604881,0.13094857416050068,0.11981986076196505,0.7770737073707371,0.2025892186852502,0.21201430559158324,0.1823560954196787,0.12948036342859268,3531.8,15437.6,26581.4,1013.2,0.12094121741636578,0.05004946059713616,0.01866573982271726,0.2571759020039006,0.03320668384468485,0.0936782443392878,0.06283022778917194,0.02271062377853731,1168.864474607728,9875.007171642967,9875.007171642967,1168.864474607728
LODO0,GCN,0.6417044005264422,0.13453014196856644,0.11748452114187921,0.37663366336633664,0.14440920888456166,0.27565200920216737,0.10595357718090018,0.10387539267539977,1711.8,28844.2,13174.8,2833.2,0.03767162674370663,0.024428514402586907,0.05705247953339525,0.36231688961041286,0.08343428670289987,0.15714751126540444,0.037889469743589865,0.00702712250276258,1646.7302632793264,15221.176332990826,15221.176332990826,1646.7302632793264
LODO0,GraphSAGE,0.6316032887945735,0.12213862987786028,0.08913202268344253,0.08325632563256324,0.08420327372814866,0.17013872563838958,0.07469039345450142,0.0940844401717186,378.4,38396.6,3622.4,4166.6,0.021649974967567404,0.008949213036410188,0.03538779356245889,0.04359825774738757,0.03882091915543881,0.03115039510893138,0.008617487322025823,0.001487030789143746,198.15408146187653,1226.6754419975969,1226.6754419975969,198.1540814618765
LODO0,HeteroGraphSAGE,0.6237971182348726,0.12639915610234903,0.09952628853168739,0.2852805280528053,0.13349689173715498,0.24709908962249755,0.11966532654634672,0.10137562602758407,1296.6,33790.6,8228.4,3248.4,0.0757630299526081,0.029771779919558494,0.071829410906613,0.33583273934196245,0.11350201662673459,0.014021783317737553,0.017416378745693725,0.004471006876823015,1526.3598003092193,7157.862798349797,7157.862798349798,1526.3598003092193
LODO0,MLP,0.6366031444049709,0.12525208194744666,0.12544362296779074,0.2450605060506051,0.1609951526577718,0.3107651501893997,0.09972291591682596,0.10308291763067245,1113.8,34367.2,7651.8,3431.2,0.024758326790649432,0.008590909704225222,0.014087677681787574,0.1114150577026437,0.029038670725837344,0.037795984866801254,0.03799505209450398,0.009228032227518041,506.3814372585156,3136.942549681138,3136.9425496811377,506.38143725851563
LODO0,XGBoost,0.6620788657318337,0.1459443001739053,0.11712063601576386,0.9747414741474149,0.20908643073243138,0.16464644968509673,0.20071038008347436,0.1403009682893753,4430.2,8573.6,33445.4,114.8,0.04589848616951425,0.019073939212734262,0.004101252873960374,0.007836490636949335,0.006507612767161687,0.01695381470160474,0.03835554777704299,0.014733959790345617,35.61684994493477,1434.4226155495458,1434.4226155495458,35.61684994493477
LODO1,DG-Hetero-GNN,0.5610678814418696,0.042925032921348916,0.058188717763644274,0.018854958137734114,0.009229433686062478,0.17641785517334937,0.06395505308618993,0.04061528369784355,389.6,557347.2,12529.8,20273.4,0.043438717261131084,0.004640794097992786,0.10200759047969794,0.03756489756943002,0.01817020521045876,0.09588522371829368,0.0494926148816019,0.005573122712911417,776.2034784771323,25051.10086523145,25051.100865231452,776.2034784771323
LODO1,GAT,0.4463373749000324,0.03703494063865923,0.030772182271756137,0.8118472632241204,0.05928190438096803,0.16248257756233214,0.30161171195569536,0.13290766924619674,16775.2,48822.4,521054.6,3887.8,0.11344365352152957,0.015105270526969233,0.005549759610589786,0.20308492054792807,0.010843880775271141,0.05158933517122017,0.04516262366212465,0.02589007806918377,4196.343713281837,42898.488866625594,42898.488866625594,4196.343713281837
LODO1,GCN,0.37962164543737725,0.02742242960944415,0.034988282319065575,0.9998064172675797,0.06761053022755671,0.2022363156080246,0.3908155632983844,0.187840074300766,20659.0,81.2,569795.8,4.0,0.03987715190419448,0.002259502150853325,7.557238425435495e-06,0.00038716546484054423,1.4993347284012124e-05,0.018247005827275734,0.021317089361991615,0.01694056845702352,8.0,93.74518654309671,93.74518654309671,8.0
LODO1,GraphSAGE,0.3682465632174553,0.025800244076281748,0.031411852528654485,0.7991869525238349,0.0585026237670281,0.16150535643100739,0.26823487382514,0.11050644665956497,16513.6,108674.2,461202.8,4149.4,0.043519026542843925,0.0019642299810788914,0.0068803314045480825,0.3827831431515305,0.01766424406426179,0.08025238804119883,0.044748864190661784,0.02553495224319465,7909.448086940075,211217.46213265604,211217.46213265604,7909.448086940074
